,precision,recall,f1-score,support
0,0.7310483837173244,0.9132995487241773,0.8120740699363199,191014.0
1,0.8845070226090352,0.6639984503753652,0.7585524269754312,191014.0
accuracy,0.7886489995497712,0.7886489995497712,0.7886489995497712,0.7886489995497712
macro avg,0.8077777031631799,0.7886489995497712,0.7853132484558756,382028.0
weighted avg,0.8077777031631798,0.7886489995497712,0.7853132484558755,382028.0
