,precision,recall,f1-score,support
0,0.947025121198766,0.4610861961676287,0.6202069473106951,46603.0
1,0.8831469143154917,0.9937073004737847,0.9351707013053556,191015.0
accuracy,0.8892466058968597,0.8892466058968597,0.8892466058968597,0.8892466058968597
macro avg,0.9150860177571289,0.7273967483207067,0.7776888243080253,237618.0
weighted avg,0.8956750732739093,0.8892466058968597,0.8733982100487455,237618.0
