,precision,recall,f1-score,support
0,0.8155849870670688,0.7956537217167328,0.8054960780156879,191014.0
1,0.8005284083359737,0.820091721025684,0.8101919854355877,191014.0
accuracy,0.8078727213712084,0.8078727213712084,0.8078727213712084,0.8078727213712084
macro avg,0.8080566977015213,0.8078727213712084,0.8078440317256378,382028.0
weighted avg,0.8080566977015212,0.8078727213712084,0.8078440317256378,382028.0
