,precision,recall,f1-score,support
0,0.7300323703198087,0.9126608520841404,0.8111946358067346,191014.0
1,0.883522191734914,0.6624959427057703,0.7572095750696349,191014.0
accuracy,0.7875783973949554,0.7875783973949554,0.7875783973949554,0.7875783973949554
macro avg,0.8067772810273613,0.7875783973949553,0.7842021054381847,382028.0
weighted avg,0.8067772810273615,0.7875783973949554,0.7842021054381848,382028.0
