,precision,recall,f1-score,support
0,0.9158921177069502,0.9136241322625567,0.9147567192147921,191014.0
1,0.6495316184123883,0.6561239378594113,0.6528111356625143,46604.0
accuracy,0.8631206390088293,0.8631206390088293,0.8631206390088293,0.8631206390088293
macro avg,0.7827118680596692,0.784874035060984,0.7837839274386531,237618.0
weighted avg,0.8636508535387316,0.8631206390088293,0.8633813521303524,237618.0
